row_id,year,trend_residual_t_ha,selected_prediction,baseline_prediction
Barley|Colorado|2016|spring,2016,-0.5095273846155033,0.1275646004120935,0.0
Barley|Minnesota|2016|spring,2016,0.2596310769230761,0.0475643556939461,0.0
Barley|Montana|2016|spring,2016,0.3439889230769162,0.0296724836560596,0.0
Barley|North Dakota|2016|spring,2016,0.259771692307686,0.0959390454110983,0.0
Barley|Washington|2016|spring,2016,0.6643498461538346,-0.1635177409221902,0.0
Canola|Minnesota|2016|spring,2016,-0.0071228070175453,0.0475643556939461,0.0
Canola|Montana|2016|spring,2016,0.1161051470588385,0.0296724836560596,0.0
Canola|North Dakota|2016|spring,2016,0.181393000000003,0.0959390454110983,0.0
Canola|Oklahoma|2016|spring,2016,0.6501000000000023,0.0190606371485581,0.0
Canola|Washington|2016|spring,2016,1.255389999999997,-0.1635177409221902,0.0
Oats|Colorado|2016|spring,2016,0.3700559999999782,0.1275646004120935,0.0
Oats|Illinois|2016|spring,2016,0.155218769230756,-0.0629324767559393,0.0
Oats|Iowa|2016|spring,2016,0.1634375384615376,-0.0300310322195071,0.0
Oats|Kansas|2016|spring,2016,0.2778387692307751,-0.033142946455979,0.0
Oats|Minnesota|2016|spring,2016,0.019242769230761,0.0475643556939461,0.0
Oats|Montana|2016|spring,2016,-0.255666769230777,0.0296724836560596,0.0
Oats|Nebraska|2016|spring,2016,-0.3315535384615424,0.0414162655231297,0.0
Oats|North Dakota|2016|spring,2016,0.1084295384615212,0.0959390454110983,0.0
Oats|Oklahoma|2016|spring,2016,0.1963378461538472,0.0190606371485581,0.0
Oats|South Dakota|2016|spring,2016,0.0955806153845855,0.0325233410347019,0.0
Oats|Texas|2016|spring,2016,0.1928267692307654,0.0084031376865588,0.0
Oats|Washington|2016|spring,2016,-0.3655135384615406,-0.1635177409221902,0.0
Wheat|Colorado|2016|winter,2016,0.9569996923076922,0.125933627350421,0.0
Wheat|Illinois|2016|winter,2016,0.4122187692307149,-0.0123125279326069,0.0
Wheat|Iowa|2016|winter,2016,0.5427403076922674,0.050643157920268,0.0
Wheat|Kansas|2016|winter,2016,1.245912615384615,0.187719513231415,0.0
Wheat|Minnesota|2016|spring,2016,0.0690166153845583,0.0475643556939461,0.0
Wheat|Montana|2016|spring,2016,0.5056507692307601,0.0296724836560596,0.0
Wheat|Nebraska|2016|winter,2016,0.6704923076923008,0.2293984955095352,0.0
Wheat|North Dakota|2016|spring,2016,0.1621033846153716,0.0959390454110983,0.0
Wheat|Oklahoma|2016|winter,2016,0.7009809230769246,0.1382830498015066,0.0
Wheat|South Dakota|2016|spring,2016,0.2249199999999636,0.0325233410347019,0.0
Wheat|Texas|2016|winter,2016,0.1518501538461558,0.1720538881887411,0.0
Wheat|Washington|2016|winter,2016,0.7188430769230747,-0.0477389457686896,0.0
Barley|Colorado|2017|spring,2017,-0.4571436581197696,0.0426654287797774,0.0
Barley|Minnesota|2017|spring,2017,0.786356170940171,0.0793876127547841,0.0
Barley|Montana|2017|spring,2017,-0.1567281367521471,-0.1597750323332926,0.0
Barley|North Dakota|2017|spring,2017,0.1263450940170867,-0.2389910984628369,0.0
Barley|Washington|2017|spring,2017,-0.6376738119658238,-0.1234038273862835,0.0
Canola|Minnesota|2017|spring,2017,0.3906201754385967,0.0793876127547841,0.0
Canola|Montana|2017|spring,2017,-0.8248975490195913,-0.1597750323332926,0.0
Canola|North Dakota|2017|spring,2017,-0.1066613846153767,-0.2389910984628369,0.0
Canola|Oklahoma|2017|spring,2017,0.4523714285714402,-0.0184890894961507,0.0
Canola|Washington|2017|spring,2017,1.143280000000023,-0.1234038273862835,0.0
Oats|Colorado|2017|spring,2017,-0.1847803076923306,0.0426654287797774,0.0
Oats|Illinois|2017|spring,2017,0.0640580512820383,0.0539875087884324,0.0
Oats|Iowa|2017|spring,2017,0.1868186666666664,0.1311369964329389,0.0
Oats|Kansas|2017|spring,2017,0.1713057435897498,0.018065454919064,0.0
Oats|Minnesota|2017|spring,2017,0.2538855384615304,0.0793876127547841,0.0
Oats|Montana|2017|spring,2017,-0.2615275555555638,-0.1597750323332926,0.0
Oats|Nebraska|2017|spring,2017,-0.749179726495733,0.1133921705875195,0.0
Oats|North Dakota|2017|spring,2017,-0.1919964786324945,-0.2389910984628369,0.0
Oats|Oklahoma|2017|spring,2017,0.1621064615384624,-0.0184890894961507,0.0
Oats|South Dakota|2017|spring,2017,-0.3725985982906223,0.005354993716771,0.0
Oats|Texas|2017|spring,2017,0.0118697777777738,0.0260863159101588,0.0
Oats|Washington|2017|spring,2017,-1.0498706666666686,-0.1234038273862835,0.0
Wheat|Colorado|2017|winter,2017,0.6186087863247867,-0.3310931850214511,0.0
Wheat|Illinois|2017|winter,2017,0.4893076239315732,-0.145814733876116,0.0
Wheat|Iowa|2017|winter,2017,0.8372404444444079,0.2408262894873651,0.0
Wheat|Kansas|2017|winter,2017,0.6374859145299139,0.0113328154033042,0.0
Wheat|Minnesota|2017|spring,2017,0.5392127179486739,0.0793876127547841,0.0
Wheat|Montana|2017|spring,2017,-0.5228147008547082,-0.1597750323332926,0.0
Wheat|Nebraska|2017|winter,2017,0.1096299145299055,0.0305524212728235,0.0
Wheat|North Dakota|2017|spring,2017,-0.3514419487179623,-0.2389910984628369,0.0
Wheat|Oklahoma|2017|winter,2017,0.3689926153846166,0.2228967938310272,0.0
